ADDRESS,RACKS,SPACES,COORDINATES/0,COORDINATES/1
1570 07TH AVE,5,10,-122.46357302,37.75911093
1575 SOUTH VAN NESS AVE,1,2,-122.415563,37.748489
1579 SANCHEZ ST,1,2,-122.428601,37.743914
16 SHERMAN ST,1,2,-122.406713,37.776936
160 14TH ST,1,2,-122.417032,37.768697
1601 LANE ST,3,6,-122.389581,37.731805
1607 OCEAN AVE,1,2,-122.459553,37.724316
161 STEUART ST,2,4,-122.391982,37.792699
1632 HAIGHT ST,5,10,-122.449201,37.770005
1694 UNION ST,2,4,-122.4271,37.798373
1755 POLK ST,5,10,-122.421381,37.793038
1779 FOLSOM ST,1,2,-122.41529,37.768697
1794 SAN JOSE AVE,1,2,-122.440091,37.729197
180 MONTGOMERY ST,1,2,-122.401969,37.790736
1824 IRVING ST,1,2,-122.477652,37.763789
1825 POLK ST,2,4,-122.421649,37.793836
1833 FILLMORE ST,6,12,-122.433649,37.786489
19 SAINT MARYS AVE,1,2,-122.426832,37.733979
1921 CLEMENT ST,1,2,-122.480051,37.781991
1933 MISSION ST,1,2,-122.419434,37.766272
198 GUERRERO ST,1,2,-122.424702,37.768139
2 SACRAMENTO ST,1,2,-122.39847275,37.79479859
2015 BALBOA ST,1,2,-122.48042796,37.77633711
2100 MARKET ST,2,4,-122.429432,37.767509
2111 JENNINGS ST,2,4,-122.388658,37.726728
2124 MARKET ST,1,2,-122.42969,37.767339
2150 FOLSOM ST,2,4,-122.415421,37.762836
2150 MARKET ST,2,4,-122.430197,37.767059
217 14TH ST,1,2,-122.418257,37.768188
225 VALENCIA ST,1,2,-122.422042,37.769442
2262 MARKET ST,1,2,-122.432476,37.76516
2298 MARKET ST,2,4,-122.432944,37.764657
231 FRANKLIN ST,2,4,-122.421586,37.776796
2323 MARKET ST,1,2,-122.433627,37.763344
233 14TH ST,1,2,-122.418647,37.768155
235 CORTLAND AVE,1,2,-122.418871,37.739645
24 SHOTWELL ST,2,4,-122.416973,37.767987
2440 MARIPOSA ST,3,6,-122.408102,37.763384
246 02ND ST,1,2,-122.397398,37.785746
25 POINT LOBOS AVE,2,4,-122.503565,37.779429
250 14TH ST,1,2,-122.418765,37.768639
2576 03RD ST,2,4,-122.388509,37.756961
2751 MISSION ST,1,2,-122.418164,37.753063
2762 FOLSOM ST,2,4,-122.414487,37.753073
286 12TH ST,2,4,-122.415416,37.770896
2898 FOLSOM ST,2,4,-122.414245,37.75102
290 08TH ST,2,4,-122.410565,37.775075
2973 16TH ST,4,8,-122.419029,37.764849
300 FUNSTON AVE,1,2,-122.471711,37.782308
302 VALENCIA ST,1,2,-122.422484,37.767855
315 LINDEN ST,2,4,-122.423337,37.776225
3175 17TH ST,1,2,-122.416699,37.763374
3200 16TH ST,1,2,-122.42433045,37.76499218
3202 MISSION ST,1,2,-122.42035593,37.74539687
3216 FOLSOM ST,1,2,-122.413809,37.74671
335 08TH ST,1,2,-122.409386,37.774976
335 SOUTH VAN NESS AVE,1,2,-122.417382,37.767832
3358 CESAR CHAVEZ ST,2,4,-122.417195,37.748442
3385 22ND ST,1,2,-122.422801,37.754948
3398 MISSION ST,1,2,-122.422191,37.742562
3400 CESAR CHAVEZ ST,3,6,-122.418662,37.748497
350 ALABAMA ST,1,2,-122.412601,37.764816
360 PINE ST,1,2,-122.402028,37.792177
3692 18TH ST,7,14,-122.425715,37.761586
375 VALENCIA ST,4,8,-122.421772,37.767017
3804 17TH ST,1,2,-122.431037,37.762948
3870 17TH ST,2,4,-122.432243,37.762875
393 ASHTON AVE,1,2,-122.46249811,37.72503036
3950 BALBOA ST,1,2,-122.501453,37.77577
3988 18TH ST,1,2,-122.43256038,37.76119218
3998 18TH ST,1,2,-122.43256,37.761192
4001 18TH ST,1,2,-122.432958,37.76082
4041 JUDAH ST,1,2,-122.50555,37.760229
4094 18TH ST,1,2,-122.434701,37.761095
4147 19TH ST,1,2,-122.43579,37.759034
417 14TH ST,2,4,-122.422709,37.767842
433 CALIFORNIA ST,1,2,-122.401668,37.792686
441 OFARRELL ST,1,2,-122.41195767,37.78564218
448 HAIGHT ST,6,12,-122.429703,37.772488
450 SUTTER ST,1,2,-122.407834,37.789657
456 CASTRO ST,1,2,-122.435432,37.761602
461 CORTLAND AVE,1,2,-122.416697,37.739264
490 POST ST,1,2,-122.409757,37.788407
500 CASTRO ST,1,2,-122.435258,37.760682
500 SUTTER ST,1,2,-122.408893,37.789439
501 CASTRO ST,1,2,-122.434701,37.760628
501 OFARRELL ST,1,2,-122.41313871,37.78554572
518 CASTRO ST,1,2,-122.435328,37.760502
544 ALABAMA ST,3,6,-122.41248936,37.76253195
550 GEARY ST,1,2,-122.412538,37.787098
56 GRANT AVE,1,2,-122.40470267,37.78751117
560 LARKIN ST,1,2,-122.41722456,37.7831702
589 HOWARD ST,1,2,-122.397672,37.786906
59 30TH ST,1,2,-122.423092,37.742111
599 GUERRERO ST,1,2,-122.423615,37.761768
602 IRVING ST,1,2,-122.464396,37.764302
625 SUTTER ST,2,4,-122.410677,37.788723
701 CORTLAND AVE,1,2,-122.415106,37.739084
710 MARKET ST,1,2,-122.403853,37.787707
730 MONTGOMERY ST,2,4,-122.403125,37.796228
749 TAYLOR ST,2,4,-122.412368,37.789373
750 16TH AVE,2,4,-122.474057,37.773969
76 MOSS ST,1,2,-122.40789,37.777418
760 MARKET ST,1,2,-122.405546,37.786459
77 BATTERY ST,1,2,-122.399989,37.791941
773 14TH ST,1,2,-122.430471,37.767375
776 MARKET ST,2,4,-122.405546,37.786459
800 POST ST,1,2,-122.415268,37.7876
815 HYDE ST,2,4,-122.417256,37.788505
816 DIAMOND ST,1,2,-122.436551,37.750848
816 LARKIN ST,2,4,-122.417683,37.785484
859 PRAGUE ST,1,2,-122.434031,37.710183
900 HYDE ST,1,2,-122.416554,37.789631
904 22ND ST,2,4,-122.390585,37.758032
925 TARAVAL ST,1,2,-122.476169,37.742782
929 BUSH ST,1,2,-122.412592,37.789482
939 POST ST,1,2,-122.417278,37.786894
94 29TH ST,1,2,-122.422276,37.744171
942 MARKET ST,2,4,-122.408823,37.783768
979 MARKET ST,2,4,-122.409531,37.782281
981 GENEVA AVE,1,2,-122.439534,37.716071
994 MARKET ST,2,4,-122.41033991,37.78268892
998 GUERRERO ST,1,2,-122.423539,37.755279
1150 OCEAN AVE,2,4,-122.454994,37.723973
1150 OCEAN AVE,3,6,-122.454994,37.723973
1199 VALENCIA ST,1,2,-122.420553,37.753848
1355 MARKET ST,100,200,-122.416395,37.776736
1370 MISSION ST,1,2,-122.415736,37.775738
1372 MISSION ST,1,2,-122.41573603,37.77573822
1390 MARKET ST,5,10,-122.417361,37.777224
1436 POLK ST,1,2,-122.420299,37.790266
1501 OFARRELL ST,8,16,-122.42950434,37.78300893
1501 OFARRELL ST,4,8,-122.42950434,37.78300893
1541 CLEMENT ST,1,2,-122.475929,37.782213
1580 MISSION ST,1,2,-122.418409,37.773853
1599 HOWARD ST,2,4,-122.41655,37.771759
1799 MCALLISTER ST,1,2,-122.441426,37.777218
1890 BRYANT ST,2,4,-122.41103404,37.76310691
201 BERRY ST,3,6,-122.394083,37.774704
2049 GROVE ST,1,2,-122.450267,37.773885
2049 GROVE ST,2,4,-122.450267,37.773885
2420 SUTTER ST,15,30,-122.44059,37.785443
2496 03RD ST,1,2,-122.38856125,37.75815494
2505 MARIPOSA ST,2,4,-122.408689,37.762892
251 RHODE ISLAND ST,1,2,-122.402438,37.766752
251 RHODE ISLAND ST,2,4,-122.402438,37.766752
2700 16TH ST,1,2,-122.413521,37.765699
2797 16TH ST,2,4,-122.414959,37.765084
2857 24TH ST,1,2,-122.40933529,37.75251838
303 02ND ST,3,6,-122.395566,37.785292
3030 20TH ST,2,4,-122.411282,37.759325
3150 24TH ST,1,2,-122.415346,37.752631
3153 17TH ST,2,4,-122.416447,37.763389
3200 CALIFORNIA ST,4,8,-122.447385,37.787486
3242 22ND ST,6,12,-122.419552,37.755527
3271 16TH ST,2,4,-122.425599,37.764434
333 BUSH ST,1,2,-122.403057,37.790592
3501 CALIFORNIA ST,2,4,-122.45160895,37.78623443
3505 17TH ST,1,2,-122.424214,37.763009
3520 20TH ST,1,2,-122.419665,37.758837
360 18TH AVE,2,4,-122.476968,37.781271
3621 18TH ST,6,12,-122.424189,37.761362
3639 TARAVAL ST,3,6,-122.505326,37.741572
3906 JUDAH ST,1,2,-122.504083,37.760685
398 DOLORES ST,2,4,-122.426629,37.763155
433 SOUTH VAN NESS AVE,1,2,-122.41724,37.766356
445 JUDAH ST,1,2,-122.46696,37.761893
448 CORTLAND AVE,1,2,-122.416718,37.738893
451 JUDAH ST,1,2,-122.467058,37.761889
455 VALENCIA ST,1,2,-122.421641,37.76565
500 DE HARO ST,1,2,-122.401775,37.763351
5927 CALIFORNIA ST,1,2,-122.481196,37.783825
620 TREAT AVE,3,6,-122.414118,37.760111
696 VALENCIA ST,2,4,-122.421906,37.761813
701 02ND ST,1,2,-122.38962498,37.78063023
701 02ND ST,1,2,-122.38962498,37.78063023
720 COLUMBUS AVE,1,2,-122.411851,37.801752
720 YORK ST,1,2,-122.409203,37.759826
937 GEARY ST,1,2,-122.418776,37.785756
None,1,2,-122.42383957,37.77416534
None,5,10,-122.43311,37.76931
1 SOUTH PARK,2,4,-122.392835,37.782053
1017 BUSH ST,1,2,-122.41394,37.789299
1025 MASONIC AVE,2,4,-122.445941,37.771618
1028 POTRERO AVE,1,2,-122.406929,37.75561
1047 SUTTER ST,2,4,-122.41755839,37.78783521
1081 MISSION ST,2,4,-122.410229,37.779441
1085 MISSION ST,2,4,-122.410328,37.779364
1090 BRYANT ST,1,2,-122.408474,37.771676
11 SOUTH VAN NESS AVE,1,2,-122.41858064,37.77486203
1113 TREAT AVE,1,2,-122.412761,37.752388
1117 MARKET ST,2,4,-122.412598,37.779865
1145 MARKET ST,2,4,-122.413247,37.779352
1173 SUTTER ST,1,2,-122.41971065,37.7875399
1200 15TH ST,2,4,-122.412946,37.767436
1250 HAYES ST,2,4,-122.437117,37.775419
1326 GROVE ST,1,2,-122.438524,37.776067
1345 TURK ST,2,4,-122.431231,37.780318
135 SUTTER ST,1,2,-122.40304094,37.78953121
1370 SANSOME ST,2,4,-122.40270714,37.80266445
1398 MISSION ST,1,2,-122.415956,37.775862
1398 SOUTH VAN NESS AVE,3,6,-122.416459,37.750871
1406 VALENCIA ST,1,2,-122.420787,37.750312
1451 HAMPSHIRE ST,1,2,-122.40623124,37.74972741
149 09TH ST,2,4,-122.413628,37.77572
1501 WALLER ST,1,2,-122.448646,37.768697
1530 HAIGHT ST,2,4,-122.447629,37.770206
1592 MARKET ST,2,4,-122.420535,37.774578
1596 MARKET ST,3,6,-122.420535,37.774578
160 CAPP ST,2,4,-122.418881,37.764039
1600 GUERRERO ST,1,2,-122.422521,37.745435
161 ERIE ST,3,6,-122.419248,37.768875
1660 PACIFIC AVE,1,2,-122.4225691,37.7951568
1700 VISITACION AVE,1,2,-122.41597,37.71358
1714 HAYES ST,1,2,-122.444669,37.774266
175 04TH ST,3,6,-122.4033519,37.78399572
1760 OCEAN AVE,1,2,-122.460641,37.725357
1798 MCALLISTER ST,2,4,-122.441473,37.777571
1800 FOLSOM ST,3,6,-122.416105,37.767852
1850 CESAR CHAVEZ ST,3,6,-122.395985,37.750003
1853 MARKET ST,1,2,-122.424228,37.77078
2 CLEMENT ST,1,2,-122.45929973,37.78340749
2 SOUTH PARK,1,2,-122.393236,37.782424
2095 HAYES ST,1,2,-122.45064856,37.77319424
2097 TURK BLVD,2,4,-122.443361,37.778902
211 23RD AVE,1,2,-122.483031,37.78376
212 CLEMENT ST,1,2,-122.461803,37.783316
2180 FOLSOM ST,1,2,-122.415388,37.762489
220 VALENCIA ST,1,2,-122.422623,37.769443
2200 MASON ST,2,4,-122.4131,37.803964
2200 MISSION ST,2,4,-122.419761,37.761606
2263 MISSION ST,1,2,-122.418912,37.760878
228 VALENCIA ST,1,2,-122.422613,37.769337
2323 SACRAMENTO ST,1,2,-122.431514,37.789874
2355 FOLSOM ST,1,2,-122.41355523,37.75951537
236 CLEMENT ST,1,2,-122.461803,37.783316
2405 16TH ST,3,6,-122.410774,37.765342
2406 BRYANT ST,1,2,-122.4096,37.755761
2415 17TH ST,1,2,-122.40791,37.764156
2450 HARRISON ST,2,4,-122.412999,37.758201
2482 MISSION ST,1,2,-122.41937768,37.75744036
25 DIVISION ST,2,4,-122.402529,37.769533
250 SUTTER ST,1,2,-122.404817,37.789988
2500 BRYANT ST,2,4,-122.409588,37.754253
2501 BRYANT ST,3,6,-122.409029,37.75418
251 06TH AVE,1,2,-122.464794,37.783934
2550 JUDAH ST,1,2,-122.489669,37.761333
257 OAK ST,1,2,-122.423489,37.774643
2576 HARRISON ST,1,2,-122.41275068,37.75682684
260 VALENCIA ST,1,2,-122.422565,37.768654
2601 40TH AVE,1,2,-122.498452,37.737387
261 FELL ST,1,2,-122.422067,37.775781
2700 24TH ST,1,2,-122.406691,37.753148
2704 24TH ST,1,2,-122.406691,37.753148
2747 19TH ST,1,2,-122.409533,37.75966
275 RHODE ISLAND ST,1,2,-122.402438,37.766752
2750 21ST ST,1,2,-122.409798,37.757799
2801 GEARY BLVD,1,2,-122.449142,37.781888
284 29TH ST,1,2,-122.426367,37.743841
2845 24TH ST,2,4,-122.408791,37.752592
2872 FOLSOM ST,2,4,-122.414328,37.751435
2886 16TH ST,2,4,-122.41709,37.765469
2937 24TH ST,1,2,-122.410756,37.75252
2950 25TH ST,1,2,-122.409183,37.751378
2979 21ST ST,2,4,-122.414007,37.757145
300 BRANNAN ST,1,2,-122.392547,37.781823
302 BRODERICK ST,1,2,-122.438756,37.77344
3029 FILLMORE ST,1,2,-122.43586661,37.79748991
304 VALENCIA ST,2,4,-122.422484,37.767855
3049 22ND ST,1,2,-122.415315,37.755462
305 DIVISADERO ST,1,2,-122.437608,37.772415
306 BRODERICK ST,1,2,-122.438756,37.77344
308 BRODERICK ST,1,2,-122.438756,37.77344
310 BRODERICK ST,1,2,-122.438756,37.77344
3111 24TH ST,1,2,-122.414447,37.752251
3149 MISSION ST,2,4,-122.418784,37.746873
317 WEST PORTAL AVE,1,2,-122.469041,37.737588
320 FELL ST,2,4,-122.423195,37.77616
323 POTRERO AVE,1,2,-122.407164,37.765385
3295 20TH ST,1,2,-122.414368,37.758745
3382 26TH ST,3,6,-122.417686,37.749243
3401 CALIFORNIA ST,1,2,-122.450222,37.786413
3431 19TH ST,2,4,-122.419844,37.760033
360 WEST PORTAL AVE,1,2,-122.470191,37.737403
3600 SACRAMENTO ST,1,2,-122.45217402,37.78776064
3601 CALIFORNIA ST,1,2,-122.453538,37.786141
373 WEST PORTAL AVE,1,2,-122.469889,37.736885
3821 24TH ST,1,2,-122.427941,37.751419
3839 MISSION ST,1,2,-122.424367,37.735522
395 VALENCIA ST,1,2,-122.42175253,37.76681106
401 CORTLAND AVE,1,2,-122.417618,37.739365
42 WALLER ST,1,2,-122.42423,37.772228
424 OCTAVIA ST,4,8,-122.424176,37.776039
4245 LAWTON ST,4,8,-122.508503,37.756384
428 11TH ST,4,8,-122.411897,37.769777
4300 JUDAH ST,2,4,-122.508258,37.760569
440 PAGE ST,1,2,-122.4281015,37.77362331
4444 GEARY BLVD,2,4,-122.467192,37.781198
4541 IRVING ST,2,4,-122.50675,37.762008
4542 IRVING ST,1,2,-122.50692014,37.7623913
461 02ND ST #127 C,2,4,-122.393581,37.783699
493 SANCHEZ ST,1,2,-122.430285,37.761336
50 CLEMENT ST,2,4,-122.459883,37.783301
500 CORBETT AVE,3,6,-122.4445,37.757396
505 SANSOME ST,1,2,-122.401823,37.795071
508 14TH ST,1,2,-122.42488,37.76819
5200 GEARY BLVD,1,2,-122.475632,37.780836
525 GOLDEN GATE AVE,1,2,-122.419174,37.780929
538 IRVING ST,1,2,-122.463898,37.764304
540 CLEMENT ST,1,2,-122.46511054,37.78317911
548 04TH ST,2,4,-122.397711,37.778773
554 CLAYTON ST,1,2,-122.448334,37.770047
555 CHESTNUT ST,3,6,-122.41254,37.803444
560 CENTRAL AVE,3,6,-122.44428,37.775002
5626 GEARY BLVD,1,2,-122.479951,37.780621
57 HARTFORD ST,1,2,-122.433638,37.76159
580 04TH ST,2,4,-122.397079,37.778455
600 ARGUELLO BLVD,4,8,-122.457436,37.778784
600 THE EMBARCADERO,2,4,-122.388893,37.783486
620 FOLSOM ST,1,2,-122.397582,37.785271
625 HOLLY PARK CIR,3,6,-122.42148873,37.73691009
631 KEARNY ST,1,2,-122.404929,37.794123
631 OFARRELL ST,1,2,-122.4151204,37.78523999
644 LAGUNA ST,1,2,-122.426162,37.777238
650 ALABAMA ST,4,8,-122.412334,37.760916
650 FLORIDA ST,2,4,-122.411506,37.761034
653 CLAY ST,1,2,-122.403967,37.794326
66 TOWNSEND ST,1,2,-122.390353,37.781388
675 CALIFORNIA ST,3,6,-122.405694,37.79228
675 VALENCIA ST,3,6,-122.421334,37.762037
680 WASHINGTON ST,3,6,-122.404753,37.795374
685 04TH ST,1,2,-122.39525127,37.77771931
737 CORTLAND AVE,1,2,-122.414912,37.739059
744 ALABAMA ST,1,2,-122.412101,37.759839
754 POST ST,2,4,-122.41433,37.787826
755 SOUTH VAN NESS AVE,2,4,-122.416734,37.761051
78 GOUGH ST,1,2,-122.422066,37.773435
780 BRANNAN ST,1,2,-122.402843,37.773525
800 MASONIC AVE,2,4,-122.445833,37.773847
935 GEARY ST,1,2,-122.418639,37.785773
960 04TH ST,6,12,-122.394083,37.774704
999 OAK ST,1,2,-122.43546325,37.77322954
1020 MARKET ST,3,6,-122.410989,37.782044
1108 MARKET ST,1,2,-122.41247,37.780901
1170 MARKET ST,1,2,-122.414301,37.779497
1195 OAK ST,1,2,-122.438887,37.772737
1198 GUERRERO ST,1,2,-122.423204,37.752101
1199 VALENCIA ST,4,8,-122.420553,37.753848
1200 IRVING ST,1,2,-122.471168,37.764349
1225 FOLSOM ST,1,2,-122.410297,37.774473
1225 FOLSOM ST,7,14,-122.410297,37.774473
1285 SUTTER ST,2,4,-122.421189,37.787353
1285 SUTTER ST,2,4,-122.421189,37.787353
130 SUTTER ST,1,2,-122.40304,37.790237
1352 IRVING ST,1,2,-122.472606,37.763987
1355 MARKET ST,2,4,-122.416395,37.776736
1432 VALENCIA ST,1,2,-122.420748,37.749908
1432 VALENCIA ST,5,10,-122.420748,37.749908
1555 MARIPOSA ST,2,4,-122.399458,37.763454
1658 MARKET ST,3,6,-122.42160815,37.77359976
170 OFARRELL ST,1,2,-122.40736346,37.78679591
180 TOWNSEND ST,1,2,-122.39260615,37.77936919
1900 FOLSOM ST,7,14,-122.415783,37.766795
1901 SAN JOSE AVE,1,2,-122.44121727,37.72668172
1935 HAYES ST,1,2,-122.448352,37.773364
2001 POST ST,2,4,-122.43632248,37.78437828
2099 FOLSOM ST,2,4,-122.414915,37.763866
2140 MISSION ST,5,10,-122.419734,37.762785
2299 15TH ST,1,2,-122.43526612,37.76552712
2301 FOLSOM ST,5,10,-122.414516,37.760396
2390 MISSION ST,1,2,-122.419369,37.75877
2420 SUTTER ST,1,2,-122.44059,37.785443
2700 16TH ST,9,18,-122.413521,37.765699
300 PAGE ST,6,12,-122.426055,37.773884
301 PINE ST,3,6,-122.40128,37.791834
3049 20TH ST,5,10,-122.411406,37.758862
3150 18TH ST,5,10,-122.414256,37.762699
3153 17TH ST,2,4,-122.416447,37.763389
3200 CALIFORNIA ST,4,8,-122.447385,37.787486
333 VALENCIA ST,1,2,-122.42169002,37.76768496
351 SHOTWELL ST,2,4,-122.415843,37.762811
398 12TH ST,1,2,-122.41342,37.769982
4288 24TH ST,1,2,-122.438257,37.751264
4298 24TH ST,1,2,-122.438257,37.751264
4304 18TH ST,1,2,-122.437405,37.760935
4348 03RD ST,1,2,-122.38970207,37.73825175
448 GROVE ST,1,2,-122.424119,37.777885
45 MONTGOMERY ST,2,4,-122.402524,37.78976
450 RHODE ISLAND ST,12,24,-122.402987,37.764113
50 UNITED NATIONS PLZ,3,6,-122.413212,37.780535
50 UNITED NATIONS PLZ,10,20,-122.413212,37.780535
520 CLEMENT ST,1,2,-122.464885,37.783189
639 FREDERICK ST,1,2,-122.455434,37.765769
654 MISSION ST,3,6,-122.401235,37.787183
685 MARKET ST,2,4,-122.402759,37.787646
700 IRVING ST,1,2,-122.46554,37.764252
780 STANYAN ST,5,10,-122.452882,37.767783
799 MARKET ST,5,10,-122.405265,37.785647
801 TREAT AVE,1,2,-122.41275068,37.75682684
806 SOUTH VAN NESS AVE,1,2,-122.417279,37.760199
835 MARKET ST,2,4,-122.406404,37.784397
835 MARKET ST,1,2,-122.40640396,37.78439675
845 MARKET ST,5,10,-122.40614459,37.78410039
845 MARKET ST,2,4,-122.40614459,37.78410039
85 CARL ST,3,6,-122.449515,37.765599
851 HOWARD ST,1,2,-122.403495,37.782124
865 MARKET ST,2,4,-122.407158,37.783947
865 MARKET ST,2,4,-122.407158,37.783947
865 MARKET ST,2,4,-122.407158,37.783947
901 MARKET ST,2,4,-122.408041,37.78347
None,6,12,-122.44794,37.7722
None,2,4,-122.38626,37.77098
None,4,8,-122.49246,37.76827
1 HALLIDIE PLZ,3,6,-122.40877124,37.78413125
1 HAWTHORNE ST,1,2,-122.398876,37.785769
1 MARKET ST,2,4,-122.39486524,37.79387152
1 POLK ST,2,4,-122.418174,37.776682
1000 HOWARD ST,2,4,-122.407597,37.779704
1001 GUERRERO ST,1,2,-122.42293,37.754941
1001 SOUTH VAN NESS AVE,1,2,-122.416424,37.75704
1019 CLEMENT ST,2,4,-122.470288,37.782465
1042 CLEMENT ST,2,4,-122.470532,37.78285
1060 YORK ST,1,2,-122.408429,37.755047
1077 POST ST,1,2,-122.419413,37.78663
1111 OFARRELL ST,1,2,-122.42328652,37.78424924
1124 POLK ST,1,2,-122.419719,37.787111
1166 HOWARD ST,2,4,-122.411474,37.776808
1201 GENEVA AVE,1,2,-122.435828,37.714337
124 02ND ST,2,4,-122.399566,37.787514
1243 SUTTER ST,1,2,-122.42076935,37.78740643
1270 SANCHEZ ST,2,4,-122.429677,37.748899
1299 CHURCH ST,1,2,-122.427127,37.750239
130 WEST PORTAL AVE,1,2,-122.467752,37.739487
1339 MISSION ST,1,2,-122.415028,37.775603
1351 25TH AVE,1,2,-122.48381527,37.76229986
1355 VALENCIA ST,1,2,-122.420235,37.751292
1371 FULTON ST,1,2,-122.439247,37.776433
142 02ND ST,1,2,-122.399367,37.787297
1421 PINE ST,1,2,-122.419254,37.789521
1435 IRVING ST,1,2,-122.47346346,37.76347782
1451 JACKSON ST,1,2,-122.418819,37.794006
1456 YORK ST,1,2,-122.40809,37.748903
150 MISSISSIPPI ST,2,4,-122.395182,37.764412
1500 17TH ST,2,4,-122.399048,37.765356
151 VALENCIA ST,1,2,-122.42205937,37.77115203
1520 LYON ST,2,4,-122.444717,37.785136
1520 OAKDALE AVE,1,2,-122.389127,37.734384
1520 STOCKTON ST,1,2,-122.408725,37.799941
1527 STOCKTON ST,3,6,-122.409416,37.800066
1539 FILLMORE ST,1,2,-122.43311958,37.78391755
1541 TARAVAL ST,1,2,-122.482813,37.742489
155 APPLETON AVE,1,2,-122.421528,37.738777
1582 FOLSOM ST,1,2,-122.415112,37.771141
1670 NOE ST,1,2,-122.43133526,37.74220688
170 VALENCIA ST,1,2,-122.422848,37.770431
1732 POLK ST,1,2,-122.420796,37.792902
1775 44TH AVE,1,2,-122.503654,37.753834
1798 CHURCH ST,1,2,-122.42681,37.742207
18 VIRGINIA AVE,2,4,-122.4212802,37.74291873
180 FAIR OAKS ST,3,6,-122.424519,37.753701
185 CLARA ST,5,10,-122.401682,37.779613
1909 MISSION ST,1,2,-122.419527,37.766473
1920 HAYES ST,1,2,-122.448154,37.773876
1981 UNION ST,1,2,-122.43181,37.797322
199 VALENCIA ST,8,16,-122.422098,37.770028
2 SANCHEZ ST,3,6,-122.431623,37.769161
2001 POLK ST,2,4,-122.421832,37.79523
201 11TH ST,1,2,-122.415069,37.773133
2022 JUDAH ST,1,2,-122.483892,37.761644
2055 SUNNYDALE AVE,1,2,-122.421173,37.712404
2066 HAYES ST,2,4,-122.4502669,37.77388542
2078 UNION ST,1,2,-122.433519,37.797574
2095 HARRISON ST,2,4,-122.412706,37.76481
21 CLARENCE PL,2,4,-122.392511,37.779734
2125 HARRISON ST,2,4,-122.4125589,37.76326092
214 VALENCIA ST,1,2,-122.422633,37.769548
2170 BRYANT ST,1,2,-122.41017901,37.75944171
2183 SUTTER ST,1,2,-122.43614196,37.78543493
2211 MISSION ST,4,8,-122.418976,37.761549
2215 POWELL ST,2,4,-122.412047,37.805206
2277 MISSION ST,1,2,-122.419113,37.760739
2324 SACRAMENTO ST,2,4,-122.43143399,37.79061478
2330 MISSION ST,2,4,-122.41946047,37.75972892
235 KANSAS ST,2,4,-122.403342,37.766425
2390 BUSH ST,2,4,-122.43578,37.787385
244 CALIFORNIA ST FLOOR 4,2,4,-122.39960404,37.79352003
2450 SUTTER ST,1,2,-122.440916,37.785402
2498 SUTTER ST,1,2,-122.44141715,37.7852585
2499 FOLSOM ST,2,4,-122.414245,37.757451
250 BUSH ST,2,4,-122.40199384,37.79131571
251 FREMONT ST,1,2,-122.394793,37.788969
2565 SAN BRUNO AVE,1,2,-122.404057,37.729476
260 MADRID ST,1,2,-122.430487,37.725399
2600 MCALLISTER ST,1,2,-122.455054,37.775891
2645 OCEAN AVE,1,2,-122.474188,37.731654
2663 MISSION ST,1,2,-122.418292,37.754404
2698 FOLSOM ST,1,2,-122.414516,37.754201
2725 CALIFORNIA ST,1,2,-122.439525,37.788026
275 05TH ST,1,2,-122.403588,37.780732
2814 19TH ST,6,12,-122.41064704,37.76062897
2824 24TH ST,1,2,-122.408705,37.753053
2831 MISSION ST,1,2,-122.418013,37.751731
2833 VICENTE ST,2,4,-122.497688,37.738095
2900 24TH ST,1,2,-122.410272,37.752898
2950 MISSION ST,1,2,-122.418557,37.749819
299 09TH ST ,1,2,-122.41166783,37.77405807
300 PINE ST,1,2,-122.401242,37.792257
300 POST ST,2,4,-122.407093,37.78878
3000 20TH ST,5,10,-122.411282,37.759325
3001 STEINER ST,1,2,-122.437418,37.797
301 BOCANA ST,1,2,-122.418445,37.73913
301 FELL ST,2,4,-122.422976,37.775794
3026 24TH ST,1,2,-122.412527,37.752824
3032 MISSION ST,1,2,-122.418662,37.748497
3036 24TH ST,1,2,-122.412687,37.752814
3086 24TH ST,1,2,-122.413704,37.752712
3088 24TH ST,1,2,-122.413791,37.752707
3125 CESAR CHAVEZ ST,1,2,-122.411967,37.747745
3139 MISSION ST,1,2,-122.418653,37.746998
314 CHURCH ST,1,2,-122.428983,37.765894
3151 ORTEGA ST,2,4,-122.49731133,37.74968004
3177 17TH ST,1,2,-122.41669867,37.76337359
3225 FILLMORE ST,1,2,-122.436189,37.799258
3234 SACRAMENTO ST,1,2,-122.4461881,37.78856146
3243 BALBOA ST,1,2,-122.49346421,37.77564299
3255 21ST ST,9,18,-122.420259,37.756164
3261 23RD ST,2,4,-122.417709,37.753661
327 GRANT AVE,1,2,-122.40587,37.79015
33 03RD ST,1,2,-122.402401,37.787173
330 CLEMENTINA ST,1,2,-122.402758,37.782177
3315 20TH ST,2,4,-122.41503,37.758739
3316 22ND ST,5,10,-122.421451,37.755476
3344 24TH ST,2,4,-122.41942751,37.75234202
34 MASON ST,6,12,-122.408981,37.783976
3442 SACRAMENTO ST,1,2,-122.449468,37.78813
3450 16TH ST,1,2,-122.429951,37.764691
3456 MISSION ST,1,2,-122.422902,37.741458
3463 16TH ST,1,2,-122.42997545,37.76420113
3500 FILLMORE ST,2,4,-122.435481,37.801826
3545 GEARY BLVD,1,2,-122.45700623,37.78104305
